id,name,image_url,is_mythic,into_items,from_items,gold_sell,gold_total,gold_base,gold_purchasable,plaintext,description
223190,Locket of the Iron Solari,https://opgg-static.akamaized.net/meta/images/lol/item/223190.png,False,[227019],,2100,3000,3000,True,,"<mainText><stats><buffedStat>400</buffedStat> Health<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>30</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Devotion:</active> Grant nearby allies a <shield>Shield</shield>, decaying over time.<br><li><passive>Consecrate:</passive> Grant nearby allied champions  <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR>. <br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Armor and Magic Resist increase to <passive>Consecrate</passive>.<br><br></mainText><br>"
223193,Gargoyle Stoneplate,https://opgg-static.akamaized.net/meta/images/lol/item/223193.png,False,,,2100,3000,3000,True,,<mainText><stats><nerfedStat>35</nerfedStat> Armor<br><nerfedStat>35</nerfedStat> Magic Resist<br><attention>15</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Unbreakable:</active> Gain a Shield that decays and grow in size.<br><li><passive>Fortify:</passive> Taking damage from a champion grants a stack of <scaleArmor>bonus Armor</scaleArmor> and <scaleMR>bonus Magic Resist</scaleMR>.<br><br><rules>Max 5 stacks; 1 per champion.</rules></mainText><br>
223222,Mikael's Blessing,https://opgg-static.akamaized.net/meta/images/lol/item/223222.png,False,,,2100,3000,3000,True,,<mainText><stats><buffedStat>400</buffedStat> Health<br><attention>100%</attention> Base Mana Regen<br><buffedStat>20%</buffedStat> Heal and Shield Power</stats><br><br><active>Active -</active> <active>Purify:</active> Restore Health and Remove all crowd control debuffs (except <status>Knockups</status> and <status>Suppression</status>) from an ally champion.<br><li><passive>Harmony:</passive> Gain 25% Base Health Regeneration for every additional <scalemana>25% Base Mana Regeneration</scalemana>.</mainText><br>
223504,Ardent Censer,https://opgg-static.akamaized.net/meta/images/lol/item/223504.png,False,,,2100,3000,3000,True,,"<mainText><stats><attention>35</attention> Ability Power<br><buffedStat>12%</buffedStat> Heal and Shield Power<br><attention>75%</attention> Base Mana Regen<br><attention>5%</attention> Move Speed</stats><br><li><passive>Sanctify:</passive> Healing or Shielding another ally enhances you both, granting Attack Speed and magic damage <OnHit>On-Hit</OnHit>. <br></mainText><br>"
223508,Essence Reaver,https://opgg-static.akamaized.net/meta/images/lol/item/223508.png,False,,,2100,3000,3000,True,,"<mainText><stats><attention>55</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><buffedStat>25</buffedStat> Ability Haste</stats><br><li><passive>Spellblade:</passive> After using an Ability, your next Attack deals additional damage and restores Mana.</mainText><br>"
223742,Dead Man's Plate,https://opgg-static.akamaized.net/meta/images/lol/item/223742.png,False,,,2100,3000,3000,True,,"<mainText><stats><buffedStat>350</buffedStat> Health<br><buffedStat>50</buffedStat> Armor<br><buffedStat>7%</buffedStat> Move Speed</stats><li><passive>Shipwrecker:</passive> While moving, build up  Move Speed. Your next Attack discharges built up Move Speed to deal damage. If dealt by a Melee champion at top speed, the Attack also <status>Slows</status> the target.<br><br><flavorText>''There's only one way you'll get this armor from me...'' - forgotten namesake</flavorText></mainText><br>"
223748,Titanic Hydra,https://opgg-static.akamaized.net/meta/images/lol/item/223748.png,False,,,2100,3000,3000,True,,"<mainText><stats><attention>30</attention> Attack Damage<br><attention>500</attention> Health</stats><br><li><passive>Colossus:</passive> Gain bonus <scaleAD>Attack Damage based off of bonus Health</scaleAD>.<li><passive>Cleave:</passive> Attacks apply additional damage <OnHit>On-Hit</OnHit>, creating a shockwave that deals damage to enemies behind the target.</mainText><br>"
223814,Edge of Night,https://opgg-static.akamaized.net/meta/images/lol/item/223814.png,False,,,2100,3000,3000,True,,<mainText><stats><buffedStat>55</buffedStat> Attack Damage<br><buffedStat>17</buffedStat> Lethality<br><attention>400</attention> Health</stats><br><li><passive>Annul:</passive> Gain a Spell Shield that blocks the next enemy Ability.<br><br><rules>Item's cooldown is restarted if you take damage before it is completed.</rules></mainText><br>
224004,Spectral Cutlass,https://opgg-static.akamaized.net/meta/images/lol/item/224004.png,False,,,2100,3000,3000,True,,"<mainText><stats><attention>70</attention> Attack Damage<br><attention>21</attention> Lethality</stats><br><br><active>Active -</active> <active>Soul Anchor:</active> Mark your current location. After 5 seconds, return to that location (30s ).</mainText><br>"
224005,Imperial Mandate,https://opgg-static.akamaized.net/meta/images/lol/item/224005.png,False,,,2100,3000,3000,True,,"<mainText><stats><attention>55</attention> Ability Power<br><buffedStat>30</buffedStat> Ability Haste<br><attention>100%</attention> Base Mana Regen</stats><br><li><passive>Coordinated Fire:</passive> Abilities that <status>Slow</status> or <status>Immobilize</status> a champion deal <magicDamage>bonus magic damage</magicDamage> and marks them. Ally champion damage detonates the mark, dealing additional magic damage and granting you both Move Speed. </mainText><br>"
224401,Force of Nature,https://opgg-static.akamaized.net/meta/images/lol/item/224401.png,False,,,2100,3000,3000,True,,"<mainText><stats><attention>400</attention> Health<br><attention>60</attention> Magic Resist<br><attention>5%</attention> Move Speed</stats><br><li><passive>Absorb:</passive> Taking <magicDamage>magic damage</magicDamage> from enemy Champions grants a stack of <attention>Steadfast</attention>. Enemy <status>Immobilizing</status> effects grant additional stacks.<li><passive>Dissipate:</passive> While at max stacks of <attention>Steadfast</attention>, gain increased Magic Resist and Move Speed.</mainText><br>"
224403,The Golden Spatula,https://opgg-static.akamaized.net/meta/images/lol/item/224403.png,False,,"[1038, 1053, 3086, 1058, 3067, 3105]",5066,7237,687,False,,<mainText><stats><attention>70</attention> Attack Damage<br><attention>120</attention> Ability Power<br><attention>50%</attention> Attack Speed<br><attention>30%</attention> Critical Strike Chance<br><attention>250</attention> Health<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>250</attention> Mana<br><attention>20</attention> Ability Haste<br><attention>10%</attention> Move Speed<br><attention>10%</attention> Life Steal<br><attention>100%</attention> Base Health Regen<br><attention>100%</attention> Base Mana Regen</stats><br><li><passive>Doing Something:</passive> You are permanently On Fire!</mainText><br>
224628,Horizon Focus,https://opgg-static.akamaized.net/meta/images/lol/item/224628.png,False,,,2100,3000,3000,True,,<mainText><stats><attention>100</attention> Ability Power<br><buffedStat>300</buffedStat> Health<br><buffedStat>20</buffedStat> Ability Haste</stats><br><li><passive>Hypershot:</passive> Damaging a champion with a non-targeted Ability at over 700 range or <status>Slowing or Immobilizing</status> them <keywordStealth>Reveals</keywordStealth> them and increases their damage taken from you.<br><br><rules>The Ability that triggers <passive>Hypershot</passive> also benefits from the damage increase. Pets and non-immobilizing traps do not trigger this effect. Only the initial placement of zone Abilities will trigger this effect. Distance is measured from the Ability cast position. </rules></mainText><br>
224629,Cosmic Drive,https://opgg-static.akamaized.net/meta/images/lol/item/224629.png,False,,,2100,3000,3000,True,,"<mainText><stats><attention>100</attention> Ability Power<br><buffedStat>35</buffedStat> Ability Haste<br><attention>5%</attention> Move Speed</stats><br><li><passive>Spelldance:</passive> Damaging a champion generates a stack of <speed>2.5% Move Speed</speed> every 1.5 seconds for the next 5 seconds up to <speed>10% Move Speed</speed>. At 4 stacks, gain an additional <speed>10% Move Speed</speed> (<speed>20% Move Speed</speed> total). Dealing damage refreshes this effect.<br> <br></mainText><br>"
224633,Riftmaker,https://opgg-static.akamaized.net/meta/images/lol/item/224633.png,False,[227009],,2100,3000,3000,True,,"<mainText><stats><attention>70</attention> Ability Power<br><attention>300</attention> Health<br><attention>15</attention> Ability Haste<br><attention>7%</attention> Omnivamp</stats><br><li><passive>Void Corruption:</passive> For each second damaging enemy champions, deal bonus damage. At maximum strength, the bonus damage is dealt as <trueDamage>true damage</trueDamage> instead. <br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Omnivamp and Ability Power.</mainText><br>"
224636,Night Harvester,https://opgg-static.akamaized.net/meta/images/lol/item/224636.png,False,[227010],,2100,3000,3000,True,,<mainText><stats><attention>90</attention> Ability Power<br><attention>400</attention> Health<br><attention>25</attention> Ability Haste</stats><br><li><passive>Soulrend:</passive> Damaging a champion with Attacks or Abilities deals additional magic damage and grants you Move Speed.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Ability Haste.</mainText><br>
224637,Demonic Embrace,https://opgg-static.akamaized.net/meta/images/lol/item/224637.png,False,,,2100,3000,3000,True,,<mainText><stats><attention>75</attention> Ability Power<br><attention>350</attention> Health</stats><br><li><passive>Azakana's Gaze:</passive> Dealing Ability damage burns enemies for max Health magic damage every second.<li><passive>Dark Pact:</passive> Gain <scaleHealth>bonus Health</scaleHealth> as <scaleAP>Ability Power</scaleAP>. </mainText><br>
224644,Crown of the Shattered Queen,https://opgg-static.akamaized.net/meta/images/lol/item/224644.png,False,[227024],,2100,3000,3000,True,,"<mainText><stats><buffedStat>100</buffedStat> Ability Power<br><attention>250</attention> Health<br><attention>600</attention> Mana<br><attention>20</attention> Ability Haste</stats><br><li><passive>Safeguard:</passive> You are <keywordMajor>Safeguarded</keywordMajor>, reducing incoming champion damage. <keywordMajor>Safeguard</keywordMajor> persists for 2.5 seconds after taking champion damage. <br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Move Speed and Ability Power.</mainText><br>"
224645,Shadowflame,https://opgg-static.akamaized.net/meta/images/lol/item/224645.png,False,,,2100,3000,3000,True,,"<mainText><stats><attention>100</attention> Ability Power<br><attention>200</attention> Health</stats><br><li><passive>Cinderbloom:</passive> Damage to champions benefits from additional <keywordStealth>Magic Penetration</keywordStealth> based on their current <scaleHealth>Health</scaleHealth>. If the target was recently affected by Shields, gain the maximum benefit against that target. </mainText><br>"
226035,Silvermere Dawn,https://opgg-static.akamaized.net/meta/images/lol/item/226035.png,False,,,2100,3000,3000,True,,<mainText><stats><attention>40</attention> Attack Damage<br><buffedStat>400</buffedStat> Health<br><attention>40</attention> Magic Resist</stats><br><br><active>Active -</active> <active>Quicksilver:</active> Remove all crowd control debuffs and gain Tenacity and Slow Resistance.</mainText><br>
226333,Death's Dance,https://opgg-static.akamaized.net/meta/images/lol/item/226333.png,False,,,2100,3000,3000,True,,<mainText><stats><attention>55</attention> Attack Damage<br><attention>15</attention> Ability Haste<br><attention>45</attention> Armor</stats><br><li><passive>Ignore Pain:</passive> Damage taken is dealt to you over time instead.<li><passive>Defy:</passive> Champion takedowns cleanse <passive>Ignore Pain's</passive> remaining damage pool and restore Health over time.</mainText><br>
226609,Chempunk Chainsword,https://opgg-static.akamaized.net/meta/images/lol/item/226609.png,False,,,2100,3000,3000,True,,<mainText><stats><attention>55</attention> Attack Damage<br><buffedStat>400</buffedStat> Health<br><attention>25</attention> Ability Haste</stats><br><li><passive>Hackshorn:</passive> Dealing physical damage applies 40% <status>Grievous Wounds</status> to enemy champions for 3 seconds.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>
226616,Staff of Flowing Water,https://opgg-static.akamaized.net/meta/images/lol/item/226616.png,False,,,2100,3000,3000,True,,<mainText><stats><buffedStat>35</buffedStat> Ability Power<br><buffedStat>12%</buffedStat> Heal and Shield Power<br><attention>75%</attention> Base Mana Regen<br><buffedStat>15%</buffedStat> Move Speed</stats><br><li><passive>Rapids:</passive> Healing or Shielding another ally grants you both Ability Power and Ability Haste.<br></mainText><br>
226617,Moonstone Renewer,https://opgg-static.akamaized.net/meta/images/lol/item/226617.png,False,[227021],,2100,3000,3000,True,,"<mainText><stats><buffedStat>45</buffedStat> Ability Power<br><attention>200</attention> Health<br><buffedStat>30</buffedStat> Ability Haste<br><attention>100%</attention> Base Mana Regen</stats><br><li><passive>Starlit Grace:</passive> Healing or shielding an ally chains to the nearest ally champion (excluding yourself), healing or shielding based on the original amount<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>Heal and Shield Power.</attention></mainText><br>"
226620,Echoes of Helia,https://opgg-static.akamaized.net/meta/images/lol/item/226620.png,False,[227033],,2100,3000,3000,True,,<mainText><stats><attention>30</attention> Ability Power<br><attention>200</attention> Health<br><attention>30</attention> Ability Haste<br><attention>125%</attention> Base Mana Regen</stats><br><li><passive>Soul Siphon:</passive> Damaging a champion grants a <passive>Soul Shard</passive>. Healing or Shielding an ally consumes all <passive>Soul Shards</passive> to restore Health and deals magic damage per Shard to the nearest enemy champion.<br><li><passive>Dissonance:</passive> Gain <scaleAP>Ability Power</scaleAP> per <scaleMana> Base Mana Regeneration</scaleMana>. Disables Harmony.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>Ability Haste.</attention><br></mainText><br>
226630,Goredrinker,https://opgg-static.akamaized.net/meta/images/lol/item/226630.png,False,[227015],,2100,3000,3000,True,,<mainText><stats><attention>55</attention> Attack Damage<br><attention>400</attention> Health<br><attention>20</attention> Ability Haste<br><attention>8%</attention> Omnivamp</stats><br><br><active>Active -</active> <active>Thirsting Slash:</active> Deal damage to nearby enemies. Restore Health for each champion hit.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Health and Ability Haste.</mainText><br>
226631,Stridebreaker,https://opgg-static.akamaized.net/meta/images/lol/item/226631.png,False,[227016],,2100,3000,3000,True,,"<mainText><stats><nerfedStat>50</nerfedStat> Attack Damage<br><attention>20%</attention> Attack Speed<br><attention>375</attention> Health<br><attention>20</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Halting Slash:</active> Deal damage to nearby enemies, <status>Slowing</status> them. Can be cast while moving.<br><li><passive>Heroic Gait:</passive> Dealing physical damage grants Move Speed.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Move Speed.</mainText><br>"
226632,Divine Sunderer,https://opgg-static.akamaized.net/meta/images/lol/item/226632.png,False,[227017],,2100,3000,3000,True,,"<mainText><stats><nerfedStat>35</nerfedStat> Attack Damage<br><nerfedStat>200</nerfedStat> Health<br><attention>20</attention> Ability Haste</stats><li><passive>Spellblade:</passive> After using an Ability, your next Attack is enhanced with additional damage <OnHit>On-Hit</OnHit>. If the target is a champion, also heal.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Armor Penetration and Magic Penetration.<br></mainText><br>"
226653,Liandry's Anguish,https://opgg-static.akamaized.net/meta/images/lol/item/226653.png,False,[227012],,2100,3000,3000,True,,<mainText><stats><nerfedStat>70</nerfedStat> Ability Power<br><attention>600</attention> Mana<br><attention>20</attention> Ability Haste</stats><br><li><passive>Agony:</passive> Deal bonus magic damage to Champions based on the target's bonus Health.<li><passive>Torment:</passive> Dealing damage with Abilities causes enemies to burn over time.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Ability Haste.</mainText><br>
226655,Luden's Tempest,https://opgg-static.akamaized.net/meta/images/lol/item/226655.png,False,[227013],,2100,3000,3000,True,,<mainText><stats><buffedStat>100</buffedStat> Ability Power<br><buffedStat>9</buffedStat> Magic Penetration<br><attention>600</attention> Mana<br><attention>20</attention> Ability Haste</stats><br><li><passive>Echo:</passive> Damaging Abilities deal magic damage to the target and 3 nearby enemies and grants you Move Speed. Dealing ability damage to Champions reduces this item's cooldown.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Magic Penetration. </mainText><br>
226656,Everfrost,https://opgg-static.akamaized.net/meta/images/lol/item/226656.png,False,[227014],,2100,3000,3000,True,,"<mainText><stats><attention>70</attention> Ability Power<br><buffedStat>400</buffedStat> Health<br><attention>600</attention> Mana<br><attention>20</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Glaciate:</active> Deal damage in a cone, <status>Slowing</status> enemies hit. Enemies at the center of the cone are <status>Rooted</status> instead.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Ability Power. <br></mainText><br>"
226657,Rod of Ages,https://opgg-static.akamaized.net/meta/images/lol/item/226657.png,False,[227028],,2100,3000,3000,True,,"<mainText><stats><buffedStat>70</buffedStat> Ability Power<br><attention>400</attention> Health<br><attention>400</attention> Mana</stats><br><br><buffedStat>After 2 combat rounds</buffedStat>, this item gains 300 Health, 300 Mana, 40 Ability Power. In addition, gain a level and all effects of Eternity are increased by 50%.<br><li><passive>Eternity:</passive> Restore Mana equal to 7% of premitigation damage taken from champions, and Health equal to 25% of Mana spent, up to 20 Health per cast, per second. For every 200 Health or Mana restored this way, gain <speed>35% Decaying Move Speed</speed> for 3 seconds.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>5 Ability Haste.</attention></mainText><br>"
226662,Iceborn Gauntlet,https://opgg-static.akamaized.net/meta/images/lol/item/226662.png,False,[227005],,2100,3000,3000,True,,"<mainText><stats><attention>400</attention> Health<br><attention>50</attention> Armor<br><nerfedStat>10</nerfedStat> Ability Haste</stats><br><li><passive>Spellblade:</passive> After using an Ability, your next Attack is enhanced with additional damage and creates a frost field for 2.5s. Enemies that move across the field are <status>Slowed</status>. Your primary target is crippled, applying a 100% stronger slow on them and reducing their damage by 10% against you for 2.5s. (1.5s ).<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>50 Health</attention>, <attention>5%</attention> Tenacity, and <attention>5%</attention> Slow Resist.<br></mainText><br>"
226664,Turbo Chemtank,https://opgg-static.akamaized.net/meta/images/lol/item/226664.png,False,,,2100,3000,3000,True,,<mainText><stats><buffedStat>600</buffedStat> Health<br><attention>50</attention> Magic Resist<br><attention>10</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Supercharged:</active> Grants Move Speed towards enemies or enemy turrets. Once near an enemy (or after 4 seconds) a shockwave is emitted that <status>Slows</status> nearby champions.</mainText><br>
226665,"Jak'Sho, The Protean",https://opgg-static.akamaized.net/meta/images/lol/item/226665.png,False,[227026],,2100,3000,3000,True,,"<mainText><stats><nerfedStat>300</nerfedStat> Health<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><nerfedStat>10</nerfedStat> Ability Haste</stats><br><li><passive>Voidborn Resilience:</passive> For each second in champion combat gain a stack granting <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR>, up to 8 stacks max. At max stacks become empowered, instantly draining enemies around you for magic damage, healing yourself, and increasing your bonus resist until end of combat.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention> Armor and Magic Resist</attention>.</mainText><br>"
226667,Radiant Virtue,https://opgg-static.akamaized.net/meta/images/lol/item/226667.png,False,[227027],,2100,3000,3000,True,,"<mainText><stats><attention>350</attention> Health<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>10</attention> Ability Haste</stats><br><li><passive>Guiding Light:</passive> Upon casting your Ultimate you Transcend, increasing your Max Health. While Transcended you and allies heal over time.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Health.</mainText><br>"
226671,Galeforce,https://opgg-static.akamaized.net/meta/images/lol/item/226671.png,False,[227006],,2100,3000,3000,True,,"<mainText><stats><nerfedStat>55</nerfedStat> Attack Damage<br><attention>25%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance<br><attention>7%</attention> Move Speed</stats><br><br><active>Active -</active> <active>Cloudburst:</active> Dash in target direction, firing three missiles at the lowest Health enemy near your destination. Deals physical damage, increased against low Health targets.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>5</attention> Attack Damage.<br><br><rules>Maximum missile damage dealt when enemy Health is below 25%.<br>Cloudburst's dash cannot pass through terrain.</rules></mainText><br>"
226672,Kraken Slayer,https://opgg-static.akamaized.net/meta/images/lol/item/226672.png,False,,,2100,3000,3000,True,,<mainText><stats><attention>40</attention> Attack Damage<br><attention>30%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance</stats><br><li><passive>Bring It Down:</passive> Every third Attack deals additional physical damage. Repeated triggers on the same target increase the damage dealt.</mainText><br>
226673,Immortal Shieldbow,https://opgg-static.akamaized.net/meta/images/lol/item/226673.png,False,,,2100,3000,3000,True,,"<mainText><stats><attention>50</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><attention>10%</attention> Life Steal</stats><br><li><passive>Lifeline:</passive> When taking damage that would reduce you below 30% Health, gain a Shield. In addition, gain Attack Speed.</mainText><br>"
226675,Navori Quickblades,https://opgg-static.akamaized.net/meta/images/lol/item/226675.png,False,[227032],,2100,3000,3000,True,,<mainText><stats><nerfedStat>55</nerfedStat> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><attention>15</attention> Ability Haste</stats><br><li><passive>Transcendence:</passive>  Your Attacks reduce your non-Ultimate Ability cooldowns.<li><passive>Impermanence:</passive> Your abilities deal increased damage based on Critical Strike Chance.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>5</attention> Attack Damage.</mainText><br>
226676,The Collector,https://opgg-static.akamaized.net/meta/images/lol/item/226676.png,False,,,2100,3000,3000,True,,<mainText><stats><attention>55</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><buffedStat>18</buffedStat> Lethality</stats><br><li><passive>Death and Taxes:</passive> Dealing damage that would leave an enemy champion below 5% Health executes them.</mainText><br>
226691,Duskblade of Draktharr,https://opgg-static.akamaized.net/meta/images/lol/item/226691.png,False,[227002],,2100,3000,3000,True,,"<mainText><stats><attention>60</attention> Attack Damage<br><buffedStat>21</buffedStat> Lethality<br><attention>20</attention> Ability Haste</stats><br><li><passive>Nightstalker:</passive> Your Abilities deal up to an additional percent damage based on the target's missing health. When a champion that you have damaged within the last 3 seconds dies, you become <keywordStealth>Untargetable</keywordStealth> from non-structures for 1.5 seconds (10s ).<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Ability Haste and  Move Speed.<br></mainText><br>"
226692,Eclipse,https://opgg-static.akamaized.net/meta/images/lol/item/226692.png,False,[227001],,2100,3000,3000,True,,"<mainText><stats><nerfedStat>50</nerfedStat> Attack Damage<br><buffedStat>15</buffedStat> Lethality<br><attention>15</attention> Ability Haste</stats><br><br><li><passive>Ever Rising Moon:</passive> Hitting a champion with 2 separate Attacks or Abilities within 1.5 seconds deals additional damage, grants you Move Speed and a Shield.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Armor Penetration and Move Speed.</mainText><br>"
226693,Prowler's Claw,https://opgg-static.akamaized.net/meta/images/lol/item/226693.png,False,,,2100,3000,3000,True,,"<mainText><stats><buffedStat>60</buffedStat> Attack Damage<br><buffedStat>19</buffedStat> Lethality<br><buffedStat>20</buffedStat> Ability Haste</stats><br><br><li><passive>Sandstrike:</passive> After dashing, blinking, or exiting Stealth, your next Attack on a champion deals an additional physical damage. If dealt by a Melee champion, this Attack also <status>Slows</status> the target.</mainText><br>"
226694,Serylda's Grudge,https://opgg-static.akamaized.net/meta/images/lol/item/226694.png,False,,,2100,3000,3000,True,,<mainText><stats><attention>45</attention> Attack Damage<br><buffedStat>40%</buffedStat> Armor Penetration<br><nerfedStat>15</nerfedStat> Ability Haste</stats><br><li><passive>Bitter Cold:</passive> Damaging Abilities <status>Slow</status> enemies.</mainText><br>
226695,Serpent's Fang,https://opgg-static.akamaized.net/meta/images/lol/item/226695.png,False,,,2100,3000,3000,True,,"<mainText><stats><buffedStat>70</buffedStat> Attack Damage<br><buffedStat>18</buffedStat> Lethality</stats><br><li><passive>Shield Reaver:</passive> Dealing damage to an enemy champion reduces any shields they gain. When you damage an enemy who is unaffected by Shield Reaver, reduce all shields on them.<br><br>Item performance differs for melee and ranged users.</mainText><br>"
226696,Axiom Arc,https://opgg-static.akamaized.net/meta/images/lol/item/226696.png,False,,,2100,3000,3000,True,,<mainText><stats><buffedStat>60</buffedStat> Attack Damage<br><buffedStat>21</buffedStat> Lethality<br><attention>25</attention> Ability Haste</stats><br><li><passive>Apophthegm:</passive> <buffedStat>Your Ultimate Abilities deal 25% increased damage</buffedStat>.</mainText><br>
227001,Syzygy,https://opgg-static.akamaized.net/meta/images/lol/item/227001.png,False,,[226692],2100,3000,0,False,,"<mainText><stats><ornnBonus>70</ornnBonus> Attack Damage<br><ornnBonus>20</ornnBonus> Lethality<br><ornnBonus>20</ornnBonus> Ability Haste</stats><br><br><li><passive>Ever Rising Moon:</passive> Hitting a champion with 2 separate Attacks or Abilities within 1.5 seconds deals additional damage, grants you Move Speed and a Shield.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Armor Penetration and Move Speed.</mainText><br>"
227002,Draktharr's Shadowcarver,https://opgg-static.akamaized.net/meta/images/lol/item/227002.png,False,,[226691],2100,3000,0,False,,"<mainText><stats><ornnBonus>75</ornnBonus> Attack Damage<br><ornnBonus>26</ornnBonus> Lethality<br><ornnBonus>25</ornnBonus> Ability Haste</stats><br><li><passive>Nightstalker:</passive> Your Abilities deal up to an additional percent damage based on the target's missing health. When a champion that you have damaged within the last 3 seconds dies, you become <keywordStealth>Untargetable</keywordStealth> from non-structures for 1.5 seconds (10s ).<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Ability Haste and  Move Speed.<br></mainText><br>"
227005,Frozen Fist,https://opgg-static.akamaized.net/meta/images/lol/item/227005.png,False,,[226662],2100,3000,0,False,,"<mainText><stats><ornnBonus>550</ornnBonus> Health<br><ornnBonus>70</ornnBonus> Armor<br><ornnBonus>15</ornnBonus> Ability Haste</stats><br><li><passive>Spellblade:</passive> After using an Ability, your next Attack is enhanced with additional damage and creates a frost field for 2.5s. Enemies that move across the field are <status>Slowed</status>. Your primary target is crippled, applying a 100% stronger slow on them and reducing their damage by 10% against you for 2.5s. (1.5s ).<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>50 Health</attention>, <attention>5%</attention> Tenacity, and <attention>5%</attention> Slow Resist.<br></mainText><br>"
227006,Typhoon,https://opgg-static.akamaized.net/meta/images/lol/item/227006.png,False,,[226671],2100,3000,0,False,,"<mainText><stats><nerfedStat>70</nerfedStat> Attack Damage<br><ornnBonus>40%</ornnBonus> Attack Speed<br><attention>20%</attention> Critical Strike Chance<br><ornnBonus>10%</ornnBonus> Move Speed</stats><br><br><active>Active -</active> <active>Cloudburst:</active> Dash in target direction, firing three missiles at the lowest Health enemy near your destination. Deals physical damage, increased against low Health targets.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>5</attention> Attack Damage.<br><br><rules>Maximum missile damage dealt when enemy Health is below 25%.<br>Cloudburst's dash cannot pass through terrain.</rules></mainText><br>"
